Network_Latency_ms,Packet_Loss_%,Temperature_C,Vibration_Hz,Power_Consumption_kW,Quality_Control_Defect_Rate_%,Production_Speed_units_per_hr,Predictive_Maintenance_Score,Error_Rate_%,Efficiency_Status
11.233,2.839,54.434,1.386,6.165,7.961,186.55,0.117,6.444,1
16.888,3.213,51.654,3.666,5.963,2.979,277.719,0.643,5.568,1
18.545,4.951,65.361,1.754,1.888,4.103,145.668,0.423,14.11,1
25.81,0.811,89.233,4.207,3.072,2.746,211.137,0.312,7.053,1
3.518,2.238,82.482,4.168,9.233,2.519,211.397,0.663,13.618,1
6.698,2.18,88.877,0.158,8.101,7.392,353.549,0.553,5.103,1
47.929,3.004,42.268,2.77,9.643,8.673,340.116,0.467,0.015,2
43.16,4.183,86.368,1.9,2.188,1.622,273.03,0.614,2.562,2
15.456,1.407,32.029,2.435,6.887,6.868,50.22,0.185,4.602,1
12.367,2.656,55.285,4.116,8.973,6.497,298.077,0.358,0.863,2
47.531,0.257,46.625,0.273,2.546,1.84,89.74,0.586,1.631,1
19.849,0.629,68.893,1.809,8.256,3.143,416.778,0.907,0.743,0
44.442,1.486,36.192,1.355,4.664,7.989,455.557,0.158,7.587,1
18.815,2.344,59.77,4.135,6.943,9.142,427.395,0.113,12.45,1
5.975,0.607,77.984,4.281,3.583,8.392,149.216,0.033,9.773,1
19.393,3.542,46.076,2.975,5.643,7.222,440.817,0.805,6.303,1
39.033,3.509,76.708,3.82,5.159,3.225,217.416,0.115,5.88,1
22.713,0.455,36.598,1.497,8.797,0.023,100.697,0.481,5.213,1
42.069,3.946,87.427,4.574,3.276,3.09,398.07,0.101,4.809,2
30.912,3.037,76.906,3.213,7.697,6.294,306.564,0.051,1.678,2
37.017,4.37,70.818,1.852,3.142,9.168,290.237,0.949,4.533,2
23.111,3.599,52.251,2.852,1.546,6.074,71.629,0.557,4.876,1
13.384,2.397,84.016,1.389,2.637,5.229,237.252,0.766,14.766,1
4.873,0.574,85.346,4.351,5.322,8.429,80.689,0.701,6.454,1
41.924,0.415,88.709,4.442,7.763,7.7,341.417,0.181,9.449,1
41.701,3.328,52.356,1.356,7.483,3.168,174.38,0.725,1.573,1
8.375,2.015,60.061,2.988,9.713,5.507,406.509,0.159,14.5,1
26.909,4.362,74.339,3.22,7.618,5.665,365.461,0.913,0.83,2
3.588,2.512,56.931,4.797,5.414,7.216,382.704,0.241,11.799,1
43.191,2.999,87.336,1.944,2.111,0.396,414.627,0.099,9.384,1
3.925,4.845,56.398,1.667,4.935,1.673,382.708,0.62,7.983,1
23.741,2.307,89.917,4.897,8.603,2.98,448.956,0.744,2.638,2
7.204,3.064,44.333,4.989,5.585,0.349,266.443,0.702,10.971,1
17.097,3.243,79.82,0.419,8.823,2.056,477.356,0.184,3.319,2
49.791,1.937,51.709,1.951,8.351,0.534,152.464,0.131,11.827,1
26.507,0.457,38.355,3.006,6.96,1.633,167.781,0.265,5.5,1
30.341,1.513,46.401,2.462,6.94,1.013,129.828,0.554,9.721,1
23.92,1.578,64.03,1.128,9.966,1.209,101.961,0.625,1.983,1
23.349,3.966,48.753,4.709,5.974,2.973,139.606,0.693,1.778,1
31.995,1.05,50.526,3.945,6.435,8.689,324.926,0.34,6.468,1
19.927,4.435,55.323,1.305,4.149,8.427,415.883,0.498,2.591,2
37.966,3.867,78.382,2.927,7.537,1.295,300.009,0.992,6.33,1
26.707,3.836,63.842,3.996,3.064,7.848,423.393,0.321,6.802,1
26.444,4.788,45.793,2.587,3.198,2.59,193.707,0.67,1.401,1
5.432,0.569,76.433,4.086,9.269,0.854,261.481,0.784,13.637,1
17.178,2.857,41.342,3.38,8.34,3.115,452.567,0.995,5.232,1
30.092,4.553,73.778,4.345,7.629,4.237,434.128,0.577,5.901,1
11.11,3.037,89.939,1.658,9.704,9.972,456.982,0.535,6.497,1
35.02,2.501,55.628,4.991,5.074,4.071,231.473,0.529,5.733,1
23.319,0.723,43.608,3.6,3.026,7.33,321.398,0.737,14.784,1
5.909,0.286,74.038,1.232,9.864,6.966,150.409,0.995,10.314,1
8.827,4.408,84.317,4.014,9.366,3.624,384.668,0.692,3.189,2
3.295,4.155,65.474,3.973,9.114,3.082,422.513,0.437,7.065,1
12.156,3.316,33.843,0.965,3.783,2.701,228.625,0.818,14.359,1
17.435,0.996,53.151,2.329,3.82,4.233,58.774,0.763,1.496,1
44.759,2.796,36.392,3.747,3.809,4.954,64.554,0.705,7.696,1
45.646,2.016,39.894,2.737,7.828,6.577,384.572,0.155,0.408,2
15.007,0.129,60.103,1.114,5.774,4.73,445.816,0.431,0.744,0
10.841,2.581,54.999,2.051,1.916,0.982,431.171,0.208,11.717,1
28.743,4.376,30.465,0.677,8.191,5.048,372.405,0.693,7.861,1
5.379,1.019,68.454,0.697,5.842,9.055,299.338,0.036,14.21,1
27.871,4.975,76.348,0.699,7.306,1.611,139.317,0.275,11.598,1
46.779,4.884,69.353,0.464,5.13,0.004,129.93,0.46,6.61,1
30.276,3.891,57.642,4.623,7.119,7.57,148.591,0.677,6.501,1
5.372,1.102,78.92,0.369,5.609,9.164,499.444,0.641,3.037,2
16.708,3.403,55.212,1.426,3.05,0.837,59.856,0.368,1.786,1
32.037,3.857,59.837,3.657,6.552,6.879,498.544,0.394,13.685,1
1.894,2.861,82.191,2.51,6.46,1.51,421.152,0.396,7.187,1
27.995,4.55,41.441,4.234,1.88,8.949,354.634,0.01,5.84,1
2.481,1.873,30.826,0.68,3.128,8.908,167.311,0.426,0.457,1
39.152,4.422,44.662,4.026,3.392,1.049,350.916,0.307,11.564,1
32.76,1.743,34.663,0.536,2.548,2.393,132.799,0.447,7.357,1
6.437,0.562,70.85,4.647,8.04,2.614,362.673,0.689,14.998,1
24.195,3.101,73.677,4.13,7.011,0.927,409.525,0.554,5.927,1
11.222,0.195,82.106,0.266,5.12,0.208,126.797,0.087,14.373,1
26.226,1.503,30.035,1.604,7.617,8.596,365.261,0.579,12.43,1
4.303,3.81,89.273,1.642,8.107,1.514,249.616,0.957,14.627,1
46.887,0.32,67.432,3.333,7.001,6.124,412.84,0.297,5.28,1
39.887,2.56,51.142,4.0,5.584,0.714,273.044,0.72,6.756,1
44.623,1.01,53.61,1.147,8.203,7.529,347.14,0.027,5.817,1
15.376,0.938,59.785,2.222,5.938,4.359,282.001,0.18,1.079,2
30.497,1.363,87.826,4.431,5.469,7.691,273.1,0.916,13.592,1
36.707,3.193,35.202,3.167,5.721,6.997,425.518,0.737,2.307,2
15.175,0.104,35.161,1.625,8.687,8.113,312.852,0.728,10.65,1
40.327,0.244,30.711,3.311,5.982,1.931,457.757,0.498,4.46,2
11.971,0.837,40.048,4.238,9.635,2.485,217.358,0.459,6.959,1
35.604,1.793,81.55,4.545,8.072,9.139,107.333,0.146,9.61,1
3.936,3.489,65.963,1.906,4.838,5.613,458.391,0.967,1.736,0
27.336,4.582,30.539,0.466,7.926,0.092,242.659,0.935,10.179,1
4.221,2.155,59.933,4.041,3.12,0.297,419.084,0.611,1.516,0
49.145,2.041,68.944,4.721,8.751,1.892,323.735,0.917,12.475,1
26.322,4.235,84.656,1.98,1.648,3.095,249.562,0.454,14.054,1
6.503,2.769,47.094,2.015,2.303,0.15,360.009,0.127,4.231,2
32.068,4.323,30.396,2.824,7.214,8.243,348.764,0.598,10.816,1
33.885,0.482,87.087,3.663,8.798,4.741,329.192,0.665,11.365,1
34.97,0.733,33.039,2.27,6.067,5.554,205.409,0.202,2.824,2
14.354,1.872,54.251,1.296,6.366,4.81,485.233,0.497,3.85,2
2.179,1.646,75.005,4.657,4.275,4.314,237.983,0.134,14.002,1
39.156,2.196,72.252,3.527,6.432,3.182,394.927,0.723,6.122,1
32.807,1.696,85.086,1.683,9.063,6.284,312.796,0.385,14.326,1
8.136,4.047,47.225,4.61,7.295,5.445,327.542,0.764,1.085,2
35.329,2.243,87.212,0.253,1.634,2.634,475.617,0.862,13.543,1
10.274,1.296,47.054,2.465,4.439,5.031,257.706,0.781,7.058,1
44.041,2.808,56.631,3.012,6.664,4.192,150.97,0.014,6.19,1
15.208,2.17,83.856,4.326,4.222,0.823,422.446,0.987,12.087,1
48.366,3.856,74.016,0.882,6.888,2.11,440.304,0.458,11.103,1
24.456,1.142,42.746,2.362,8.914,7.589,346.222,0.263,5.22,1
40.13,4.72,75.698,1.138,7.301,6.971,294.261,0.787,12.796,1
9.197,2.589,33.006,1.966,4.966,3.573,179.976,0.694,1.801,1
15.704,0.724,36.934,0.452,2.116,3.018,421.076,0.149,8.965,1
24.066,1.196,38.584,1.363,5.265,0.241,120.81,0.432,1.501,1
12.911,0.246,57.585,4.687,3.326,3.756,355.726,0.393,2.058,2
33.827,3.467,47.554,2.751,4.516,0.126,81.737,0.963,4.79,1
21.427,1.1,47.017,2.069,7.513,8.446,189.503,0.419,4.026,1
46.294,4.697,37.668,0.604,9.204,8.608,335.558,0.562,10.649,1
49.693,0.329,68.121,3.633,7.918,7.451,496.121,0.215,11.903,1
7.164,1.854,52.1,0.929,4.241,5.729,342.044,0.449,8.833,1
41.069,2.155,33.553,4.148,8.93,1.06,85.222,0.88,13.148,1
13.041,0.079,49.787,1.313,7.206,4.29,288.65,0.223,5.778,1
39.912,4.085,70.454,2.325,9.467,4.108,441.727,0.47,10.076,1
39.456,1.326,35.854,0.153,7.899,0.776,71.565,0.781,14.014,1
9.721,4.42,61.247,4.371,7.272,0.017,420.997,0.459,10.134,1
39.198,2.419,50.423,4.399,2.143,7.224,130.683,0.947,0.534,1
6.169,3.814,80.69,2.327,4.185,9.606,276.355,0.39,3.149,2
28.512,4.69,73.689,3.528,9.575,4.633,405.375,0.87,2.708,2
23.045,4.17,48.031,1.824,7.939,3.828,260.279,0.05,12.018,1
24.998,3.494,76.748,3.015,7.767,3.911,366.503,0.623,2.205,2
27.214,4.277,57.898,3.257,3.955,5.32,137.39,0.815,13.036,1
25.721,0.444,53.167,1.405,8.323,4.094,236.643,0.726,3.446,2
9.652,2.422,71.084,1.532,3.995,3.031,97.057,0.541,5.542,1
6.877,0.126,88.256,3.997,4.289,5.356,314.566,0.055,14.274,1
1.792,4.917,51.695,1.737,9.974,7.316,443.365,0.734,2.118,2
2.346,2.555,55.679,1.916,1.626,3.732,163.878,0.147,13.061,1
48.671,3.822,86.096,0.334,5.927,0.254,180.941,0.26,5.436,1
10.272,0.587,33.755,2.315,4.292,8.222,141.962,0.403,12.752,1
33.523,1.712,58.278,0.204,3.758,2.91,452.862,0.98,5.208,1
23.67,4.106,41.764,2.028,8.695,5.375,321.104,0.475,5.02,1
33.368,3.571,45.454,1.64,5.988,1.383,130.452,0.319,14.445,1
45.227,1.558,57.047,4.386,2.428,7.962,168.763,0.452,8.906,1
8.042,0.038,66.901,2.935,7.019,8.758,344.621,0.184,5.379,1
47.199,1.846,44.495,1.453,3.045,4.11,160.703,0.299,1.934,1
23.724,0.152,65.296,1.101,6.369,7.896,464.188,0.558,7.617,1
48.131,3.403,52.128,1.065,8.861,8.201,143.787,0.302,4.285,1
31.055,1.872,65.2,1.708,4.059,1.537,418.256,0.856,10.684,1
48.323,1.228,38.571,2.108,5.377,7.807,229.018,0.682,2.534,2
49.858,1.39,86.296,0.272,8.95,3.254,85.921,0.931,1.263,1
13.295,3.021,66.802,0.798,8.786,6.643,472.711,0.175,4.846,2
10.894,0.963,32.135,2.357,5.405,2.964,97.314,0.432,11.151,1
16.583,0.982,71.151,3.996,5.755,2.262,95.445,0.267,5.763,1
34.006,4.476,65.345,1.641,3.671,6.111,280.373,0.117,7.588,1
4.978,0.272,55.77,2.784,2.855,1.798,483.461,0.103,8.614,1
48.957,1.852,62.529,1.025,5.845,4.75,350.144,0.487,11.768,1
45.734,1.963,68.428,2.82,9.893,2.31,61.992,0.376,2.544,1
13.162,2.068,52.613,4.33,3.129,8.597,465.489,0.064,2.465,2
39.918,2.633,89.577,4.287,5.631,7.639,350.745,0.805,11.118,1
19.719,3.164,44.666,1.614,4.814,2.51,83.257,0.221,2.016,1
20.131,0.644,36.874,2.233,5.312,5.376,311.477,0.739,10.137,1
41.673,3.282,45.633,3.916,7.121,3.539,374.217,0.989,8.031,1
36.965,4.212,40.096,1.103,3.233,8.463,251.514,0.74,5.501,1
47.977,2.375,49.71,2.485,9.979,3.709,144.404,0.392,14.258,1
24.112,2.847,65.445,0.243,1.545,8.234,352.621,0.62,7.446,1
2.034,0.133,80.234,1.365,4.304,5.926,113.865,0.915,1.39,1
5.28,4.279,38.294,1.061,2.237,4.768,428.658,0.229,10.248,1
8.329,3.553,52.0,3.411,9.398,8.375,67.962,0.182,0.609,1
46.331,4.824,40.609,2.385,8.072,3.493,421.669,0.615,3.714,2
21.111,4.489,65.25,2.077,8.694,5.724,98.772,0.724,3.593,1
40.5,2.416,73.687,2.342,5.77,0.61,417.652,0.692,10.837,1
19.729,3.803,58.006,0.167,5.303,5.779,121.553,0.792,7.874,1
32.273,3.411,30.54,4.534,2.349,2.794,268.655,0.118,0.771,2
10.215,4.423,81.507,1.928,9.588,7.433,353.868,0.007,9.644,1
17.484,3.433,87.256,1.266,3.876,4.023,84.192,0.741,9.727,1
34.888,3.185,50.013,4.626,8.001,2.084,171.044,0.174,3.31,1
43.647,2.044,55.432,1.736,2.865,6.291,351.174,0.094,7.886,1
1.964,3.158,44.089,2.064,3.712,5.264,139.492,0.68,8.251,1
9.774,1.116,44.019,0.587,3.746,3.326,484.656,0.807,4.601,2
32.951,0.342,86.135,3.331,2.431,2.408,241.866,0.299,5.223,1
21.457,2.314,62.643,4.05,5.499,2.754,463.516,0.165,4.638,2
46.07,3.832,77.281,4.859,9.249,7.303,100.728,0.592,14.581,1
8.475,4.085,77.131,0.834,3.242,8.368,94.307,0.097,7.989,1
4.262,4.781,56.486,3.024,8.572,7.819,276.388,0.384,12.315,1
33.589,0.663,37.561,3.886,6.548,8.119,335.265,0.602,7.81,1
18.613,0.82,31.391,0.259,4.613,0.172,104.944,0.898,6.768,1
28.231,4.06,45.858,3.986,9.839,2.473,162.12,0.27,11.962,1
25.222,2.148,47.98,2.369,2.934,5.091,296.808,0.195,13.648,1
1.256,3.62,47.355,3.148,9.267,5.466,124.132,0.116,6.943,1
34.578,1.666,50.726,2.514,3.317,6.002,95.709,0.806,11.069,1
8.099,0.735,31.78,3.956,3.745,0.609,361.251,0.228,13.787,1
42.694,2.074,64.59,0.381,8.065,5.172,62.346,0.085,11.64,1
44.198,0.892,44.512,0.301,6.414,1.582,342.922,0.418,14.734,1
43.372,1.362,72.634,0.232,6.776,3.043,352.987,0.454,4.089,2
45.302,0.369,41.063,0.445,8.144,0.28,217.445,0.696,7.278,1
33.106,4.105,41.198,2.85,2.031,1.351,381.178,0.414,3.051,2
2.403,0.447,87.936,0.528,4.907,9.382,113.704,0.527,5.215,1
14.109,1.332,71.863,4.046,4.39,5.514,225.505,0.737,10.387,1
27.826,2.223,53.251,4.102,2.216,8.158,347.192,0.29,0.835,2
28.397,4.196,30.512,4.836,1.674,1.315,370.052,0.86,1.323,2
19.259,3.849,69.28,4.349,2.057,1.337,480.434,0.235,10.037,1
31.384,0.443,48.112,4.277,7.566,2.787,130.658,0.156,14.96,1
7.25,1.327,42.677,0.338,4.11,7.354,156.216,0.043,7.675,1
33.428,3.032,78.973,1.645,4.329,5.599,261.334,0.794,2.208,2
46.455,2.908,41.22,3.627,7.735,5.711,312.397,0.342,13.364,1
6.57,4.045,48.468,3.928,7.414,7.907,407.105,0.634,4.069,2
12.246,3.69,70.647,0.533,7.644,5.28,282.629,0.769,1.273,2
45.246,0.666,72.881,0.591,3.784,6.544,192.706,0.142,9.419,1
30.537,3.749,36.211,2.005,2.772,7.658,438.6,0.694,2.121,2
5.594,4.13,89.01,3.883,6.029,1.137,253.372,0.831,8.773,1
2.953,4.816,72.364,1.794,2.233,0.333,235.01,0.659,10.301,1
15.043,4.661,38.763,1.779,9.289,4.58,143.597,0.912,13.703,1
41.683,1.982,52.826,4.613,2.618,8.083,104.65,0.827,13.945,1
30.927,3.8,80.179,0.271,4.44,4.15,184.459,0.687,8.07,1
19.105,1.836,36.273,1.53,2.568,5.417,179.601,0.111,0.073,1
26.059,3.385,30.635,1.335,8.103,2.675,352.65,0.941,12.827,1
35.554,2.239,46.381,0.513,3.909,2.496,288.835,0.909,12.479,1
19.832,3.102,81.954,1.679,6.496,0.948,325.876,0.878,12.489,1
22.505,4.513,52.948,4.806,2.112,0.544,471.324,0.959,5.781,1
44.237,0.09,63.954,3.121,6.489,9.15,197.283,0.111,1.686,1
39.241,1.221,30.276,0.159,9.937,4.838,102.407,0.983,4.34,1
9.678,3.202,33.941,1.198,2.817,9.552,481.074,0.227,13.887,1
35.149,4.154,71.16,3.104,5.612,8.18,467.257,0.888,1.912,0
46.615,3.542,41.118,0.786,4.496,1.736,235.657,0.296,8.153,1
35.95,4.127,58.56,0.582,9.383,9.558,408.032,0.287,7.669,1
47.839,1.35,66.737,1.612,3.074,9.969,344.029,0.472,7.783,1
24.37,2.923,84.705,3.702,6.619,7.34,259.493,0.522,4.673,2
21.47,4.025,50.886,3.128,4.783,8.43,412.055,0.937,8.491,1
7.381,3.907,30.644,2.516,8.233,0.15,416.504,0.662,1.049,0
12.335,2.805,75.563,0.278,3.306,5.293,124.989,0.869,6.549,1
31.613,3.074,33.423,4.504,2.325,7.674,176.451,0.299,12.995,1
30.812,2.821,36.262,2.005,2.397,4.607,369.207,0.697,2.494,2
17.693,2.981,35.203,4.4,8.402,9.459,152.143,0.362,11.03,1
46.508,0.046,88.289,4.369,5.194,1.237,266.12,0.777,9.205,1
19.066,3.388,49.48,0.652,2.989,5.778,133.227,0.128,14.768,1
45.273,3.726,53.438,3.488,8.165,4.958,430.808,0.165,14.225,1
45.461,2.167,38.984,0.984,3.875,4.694,497.581,0.864,3.262,2
14.258,1.738,79.064,3.541,3.663,3.39,498.309,0.353,6.662,1
16.833,0.546,54.254,4.994,7.75,0.582,477.353,0.212,10.774,1
21.964,1.172,83.424,0.989,9.762,8.051,273.539,0.723,5.024,1
24.291,1.26,69.688,0.414,2.348,0.92,277.109,0.604,13.814,1
32.258,0.09,36.115,1.873,4.312,7.974,77.46,0.187,3.565,1
37.966,2.779,74.925,1.806,4.359,3.545,466.164,0.511,1.162,0
10.64,4.909,48.886,0.763,3.604,8.403,353.186,0.678,5.516,1
21.706,2.609,45.216,1.221,6.035,4.788,365.474,0.825,13.948,1
25.33,2.666,42.156,2.58,3.337,5.163,421.309,0.137,12.147,1
9.876,0.776,65.153,2.617,2.434,7.658,232.836,0.471,1.08,2
32.578,3.286,67.504,2.236,4.114,1.405,210.12,0.876,14.832,1
4.746,1.602,36.596,4.664,5.064,7.361,104.395,0.768,10.1,1
9.571,4.083,45.46,1.21,7.249,2.739,329.382,0.763,14.419,1
46.731,4.516,64.181,2.274,9.403,0.22,194.051,0.783,8.372,1
14.441,3.528,41.955,0.916,4.082,5.961,253.769,0.91,3.521,2
47.154,1.885,41.067,2.552,3.581,4.444,486.902,0.96,1.014,0
48.807,1.253,62.66,2.414,5.046,8.094,478.853,0.436,12.78,1
41.81,4.477,89.465,3.785,6.824,8.312,492.355,0.547,7.678,1
11.217,3.29,63.065,1.44,6.163,6.196,333.293,0.226,4.099,2
8.157,2.643,50.943,3.738,8.553,2.99,84.249,0.807,0.92,1
49.494,4.4,30.007,4.924,4.69,5.806,332.562,0.891,12.671,1
32.362,1.474,39.795,3.095,8.393,9.971,90.722,0.956,3.216,1
45.454,3.42,51.964,4.068,8.062,5.794,204.147,0.201,5.366,1
20.055,3.847,75.683,2.914,4.026,2.658,422.772,0.423,12.772,1
19.924,0.995,63.796,4.548,9.867,8.723,478.182,0.584,13.92,1
17.434,1.342,73.11,1.693,7.422,9.189,420.127,0.885,12.27,1
36.507,3.357,73.131,4.793,1.822,9.988,261.473,0.911,6.422,1
40.107,0.601,64.879,1.642,3.966,0.983,422.801,0.919,2.106,2
31.185,1.38,34.817,4.302,6.263,4.767,304.617,0.559,3.285,2
7.567,4.843,73.449,4.774,3.665,6.259,55.983,0.183,3.233,1
44.051,0.149,73.929,0.12,4.739,5.551,305.661,0.322,6.525,1
36.799,1.628,54.733,2.495,7.257,0.093,480.86,0.513,6.851,1
1.475,1.667,80.593,3.911,4.794,8.324,86.168,0.311,6.008,1
34.784,2.982,83.289,0.136,5.192,6.204,436.807,0.595,12.858,1
48.2,4.815,73.968,2.185,6.71,8.802,136.468,0.278,9.639,1
15.747,1.735,39.507,2.315,2.317,5.836,361.477,0.664,3.193,2
30.929,0.995,76.531,4.017,3.829,0.015,462.167,0.998,6.304,1
28.321,1.435,83.896,4.513,3.467,1.794,438.336,0.539,4.585,2
8.371,1.509,82.337,2.285,7.385,7.475,132.343,0.603,2.317,1
19.55,4.348,85.016,0.655,1.586,6.04,144.677,0.156,2.766,1
45.63,0.359,83.156,4.981,5.843,1.633,334.576,0.637,7.221,1
30.697,2.14,71.277,0.643,2.705,3.455,399.16,0.065,13.653,1
49.487,4.857,74.708,2.138,6.158,8.957,469.019,0.048,8.316,1
39.676,1.368,34.445,1.195,4.295,0.323,411.581,0.431,0.285,0
25.874,4.789,31.736,4.514,4.038,1.96,144.349,0.14,14.975,1
28.587,2.349,84.023,1.631,9.519,7.942,315.449,0.466,7.477,1
26.29,4.395,30.435,3.194,4.447,6.711,151.6,0.827,11.455,1
17.023,4.707,60.336,0.699,1.869,3.353,153.922,0.899,14.385,1
26.364,3.117,75.035,4.039,5.295,2.706,180.889,0.849,10.895,1
36.169,4.979,62.082,1.685,6.642,1.954,357.966,0.483,12.588,1
46.591,4.067,81.626,1.639,9.13,8.494,289.458,0.888,9.653,1
44.193,1.293,85.295,1.232,5.376,6.67,101.698,0.753,9.611,1
8.571,3.512,48.477,2.448,6.461,6.135,391.787,0.742,9.531,1
28.634,0.679,63.364,4.779,5.441,2.449,483.095,0.205,8.642,1
1.197,1.698,31.789,1.427,3.105,1.286,164.749,0.35,5.184,1
28.812,4.202,54.236,3.929,2.116,4.696,339.7,0.009,5.282,1
42.673,4.674,76.035,2.043,7.945,5.175,129.846,0.534,4.043,1
40.43,0.945,41.884,2.061,6.114,7.552,453.759,0.496,12.369,1
38.754,1.513,72.644,3.054,7.943,5.197,285.822,0.653,11.657,1
26.636,4.223,33.324,2.435,9.368,4.144,465.991,0.668,5.736,1
43.621,2.277,75.932,3.578,8.972,9.552,64.52,0.936,10.972,1
29.558,2.843,49.683,4.873,5.639,0.417,284.352,0.823,14.991,1
26.632,2.692,86.908,1.77,4.728,4.445,492.069,0.4,2.426,2
13.996,1.793,89.561,0.788,7.597,8.067,90.4,0.426,10.63,1
26.963,3.351,30.055,0.189,1.901,2.47,193.288,0.952,7.518,1
19.431,1.541,57.853,0.386,7.498,8.246,122.269,0.572,2.041,1
26.012,3.082,56.238,4.737,1.526,4.951,442.863,0.913,12.413,1
8.149,1.279,50.727,4.03,2.733,2.287,75.535,0.187,14.453,1
15.027,3.164,51.668,4.924,8.813,0.201,394.771,0.384,0.705,2
41.654,4.939,58.529,3.384,3.598,1.37,473.486,0.143,14.105,1
15.64,2.196,62.799,1.534,3.282,5.934,417.906,0.455,1.267,0
13.917,3.662,47.681,0.828,1.989,1.471,488.887,0.888,0.823,0
27.458,1.806,71.456,3.976,6.779,1.234,95.655,0.534,1.067,1
15.312,0.165,85.934,3.83,6.892,3.307,461.574,0.191,8.658,1
1.13,3.981,44.61,2.586,6.496,8.232,480.604,0.475,11.233,1
2.386,1.184,65.18,2.598,2.236,9.395,485.485,0.13,6.189,1
49.448,4.935,51.11,1.509,3.34,4.545,71.11,0.013,8.954,1
32.715,2.863,62.468,2.458,1.524,6.932,316.419,0.266,0.904,2
29.709,0.633,78.169,4.117,7.115,7.219,463.197,0.01,7.068,1
8.998,3.189,30.658,0.946,9.706,5.2,360.068,0.489,5.442,1
24.912,3.711,35.704,3.136,4.663,2.363,419.146,0.268,13.074,1
35.903,0.542,87.333,4.052,7.449,6.482,344.388,0.021,9.146,1
2.225,4.952,42.984,0.888,9.306,4.11,211.8,0.265,6.779,1
10.19,4.873,58.673,2.714,2.917,1.015,178.106,0.106,10.048,1
21.223,1.817,77.949,3.169,5.429,0.897,240.82,0.772,7.099,1
19.255,4.225,31.395,4.177,8.594,4.005,390.746,0.849,6.44,1
39.327,2.412,55.866,4.593,1.944,6.593,372.366,0.507,14.994,1
43.666,1.75,38.155,3.465,7.083,2.825,471.764,0.758,10.972,1
49.75,0.227,74.441,2.478,7.521,1.895,485.701,0.312,9.183,1
32.072,2.703,42.696,3.573,4.575,7.679,153.144,0.246,5.121,1
5.988,1.547,50.975,2.609,3.152,6.83,326.247,0.409,14.376,1
32.649,2.446,68.657,1.093,9.676,3.255,429.259,0.076,0.742,0
43.283,2.171,52.892,1.469,5.924,2.654,381.191,0.95,3.285,2
18.485,1.525,42.322,3.65,7.433,7.717,412.215,0.126,12.403,1
17.495,0.733,81.351,3.359,6.285,2.41,221.599,0.896,13.439,1
15.731,2.62,67.533,1.487,9.321,9.799,213.455,0.038,0.267,2
36.754,3.501,75.562,3.626,3.602,1.057,395.608,0.457,9.747,1
12.513,4.028,87.126,2.253,9.366,4.572,493.861,0.073,6.861,1
20.646,2.076,61.626,2.25,7.803,5.078,449.023,0.691,11.682,1
28.078,2.509,75.476,4.81,6.283,7.808,302.539,0.036,1.927,2
20.191,4.104,73.277,0.788,3.987,1.222,405.408,0.292,0.554,0
3.531,4.232,58.743,1.303,9.865,2.068,151.59,0.154,1.262,1
15.812,3.407,77.118,3.873,3.404,0.183,81.693,0.252,6.412,1
22.949,2.647,85.593,2.676,5.848,0.978,60.573,0.846,5.197,1
43.92,1.516,53.748,0.737,2.602,3.64,215.395,0.004,5.578,1
31.214,3.61,36.928,3.512,8.604,6.627,415.023,0.65,7.171,1
1.712,3.204,52.132,1.355,5.798,6.931,433.624,0.535,2.475,2
49.326,4.818,58.11,2.179,3.337,3.749,155.992,0.772,14.46,1
21.358,0.546,84.633,2.597,8.798,5.446,158.73,0.086,2.703,1
38.563,3.882,55.255,4.231,1.565,4.137,334.501,0.125,11.53,1
2.24,1.863,36.674,1.688,3.876,2.525,400.739,0.188,5.185,1
37.069,2.873,85.381,2.783,3.589,2.699,486.973,0.091,13.094,1
2.054,4.417,43.627,3.224,6.411,5.57,367.578,0.103,10.992,1
31.377,4.138,34.501,0.577,6.673,3.974,250.274,0.471,12.886,1
43.68,2.3,63.071,3.012,4.693,4.716,74.988,0.147,11.052,1
23.114,1.148,55.211,3.606,9.788,3.311,101.809,0.775,13.725,1
24.95,2.807,34.101,4.118,5.467,1.009,343.789,0.828,3.84,2
28.735,3.214,89.918,2.201,6.18,3.201,116.023,0.35,5.634,1
15.137,3.789,82.738,3.244,5.935,5.555,84.319,0.726,10.95,1
17.637,4.294,33.255,0.915,2.509,3.407,210.463,0.932,3.096,2
34.643,0.138,45.119,4.022,6.828,1.215,439.129,0.144,12.956,1
23.262,3.237,64.269,4.886,7.124,9.538,233.381,0.936,7.282,1
12.293,2.553,69.169,4.859,8.401,3.145,353.72,0.724,11.946,1
49.075,0.139,35.608,2.121,9.061,8.345,153.942,0.82,9.211,1
17.585,3.727,63.22,2.374,9.605,4.197,86.863,0.955,12.174,1
48.511,4.279,89.016,0.381,6.912,0.641,364.184,0.617,2.979,2
11.208,0.035,51.075,3.378,2.974,2.842,307.261,0.329,2.613,2
36.628,2.726,45.62,0.424,4.543,2.294,334.143,0.081,0.637,2
36.656,0.418,70.925,4.436,2.212,5.053,303.306,0.392,7.239,1
37.841,2.375,36.324,2.993,6.113,5.517,112.699,0.355,2.216,1
4.073,3.752,78.523,3.542,3.695,1.153,307.572,0.732,3.409,2
46.451,4.045,40.77,1.215,4.702,1.309,205.862,0.589,9.196,1
